Código OACI,CIAD,Nome,Município,UF,Município Servido,UF Servido,LatitudeRaiz,LongitudeRaiz,Altitude,Operação Diurna,Operação Noturna,Designação 1,Comprimento 1,Largura 1,Resistência 1,Superfície 1,Designação 2,Comprimento 2,Largura 2,Resistência 2,Superfície 2,Situação,Validade do Registro,Portaria de Registro,Link Portaria,lat,lon
SBLP,BA0037,Bom Jesus da Lapa,BOM JESUS DA LAPA,Bahia,Bom Jesus da Lapa,Bahia,"13°15'41.0S""","043°24'27.0W""",443,,,18/36,1211,30,9/F/C/Y/U,Asfalto,,,,,,Cadastrado,,,,-13.261388889,-43.4075
SDFD,SP0054,Coronel Aviador Carlos Orleans Guimarães,FERNANDÓPOLIS,São Paulo,Fernandópolis,São Paulo,"20°16'36.0S""","050°12'50.0W""",500,VFR,Sem Operação,08/26,1000,25,16/F/A/X/T,Asfalto,,,,,,Cadastrado,02/05/2028,PA2018-1338,https://pergamum.anac.gov.br/arquivos/PA2018-1338.pdf,-20.276666667,-50.213888889
SNUB,MG0058,Ubá,UBÁ,Minas Gerais,Ubá,Minas Gerais,"21°07'21.0S""","042°52'56.0W""",340,VFR,Sem Operação,16/34,1080,30,8/F/C/Y/U,Asfalto,,,,,,Cadastrado,,PD1983-0189,https://pergamum.anac.gov.br/arquivos/PD1983-0189.pdf,-21.1225,-42.882222222
SDNM,MT0047,Brigadeiro Eduardo Gomes,NOVA MUTUM,Mato Grosso,Nova Mutum,Mato Grosso,"13°49'16.0S""","056°02'19.0W""",430,VFR,Sem Operação,05/23,1541,24,18/F/B/Y/U,Asfalto,,,,,,Cadastrado,01/10/2029,PA2019-3023,https://pergamum.anac.gov.br/arquivos/PA2019-3023.pdf,-13.821111111,-56.038611111
SSMT,RS0044,Mostardas,MOSTARDAS,Rio Grande do Sul,Mostardas,Rio Grande do Sul,"31°06'15.0S""","050°54'44.0W""",18,VFR,Sem Operação,05/23,975,18,5700 Kg / 5.00 MPa,Asfalto,,,,,,Interditado,,PD1971-0009,https://pergamum.anac.gov.br/arquivos/PD1971-0009.pdf,-31.104166667,-50.912222222
SNYB,MG0047,Tito Teixeira,ITUIUTABA,Minas Gerais,Ituiutaba,Minas Gerais,"19°00'07.0S""","049°29'14.0W""",605,VFR,Sem Operação,03/21,1200,30,8/F/B/X/U,Asfalto,,,,,,Cadastrado,,,,-19.001944444,-49.487222222
SBTU,PA0007,Tucuruí,TUCURUÍ,Pará,Tucuruí,Pará,"03°46'37.0S""","049°43'11.0W""",253,VFR / IFR Não Precisão,VFR / IFR Não Precisão,02/20,2000,45,33/F/C/X/U,Asfalto,,,,,,Cadastrado,22/07/2026,PA2016-1885,https://pergamum.anac.gov.br/arquivos/PA2016-1885.pdf,-3.776944444,-49.719722222
SBUR,MG0009,Mario de Almeida Franco,UBERABA,Minas Gerais,Uberaba,Minas Gerais,"19°45'53.0S""","047°57'58.0W""",809,VFR / IFR Não Precisão,VFR / IFR Não Precisão,17/35,1759,45,32/F/A/X/T,Asfalto,,,,,,Cadastrado,29/06/2025,PA2015-1597,https://pergamum.anac.gov.br/arquivos/PA2015-1597.pdf,-19.764722222,-47.966111111
SNFE,MG0012,Comandante Paschoal Patrocínio Filho,ALFENAS,Minas Gerais,Alfenas,Minas Gerais,"21°25'54.0S""","045°55'59.0W""",875,VFR,VFR,04/22,1600,30,8/F/C/Y/U,Asfalto,,,,,,Cadastrado,,PD1998-0177E,https://pergamum.anac.gov.br/arquivos/PD1998-0177E.pdf,-21.431666667,-45.933055556
SSUV,PR0034,José Cleto,UNIÃO DA VITÓRIA,Paraná,União da Vitória,Paraná,"26°13'54.0S""","051°04'08.0W""",752,VFR,Sem Operação,16/34,1000,30,14/F/C/Y/U,Asfalto,,,,,,Cadastrado,,PD1980-0014,https://pergamum.anac.gov.br/arquivos/PD1980-0014.pdf,-26.231666667,-51.068888889
SDGC,SP0055,Garça,GARÇA,São Paulo,Garça,São Paulo,"22°11'01.0S""","049°39'22.0W""",664,VFR,Sem Operação,01/19,1000,30,8/F/C/Y/U,Terra,,,,,,Cadastrado,17/04/2030,PA2020-1027,https://pergamum.anac.gov.br/arquivos/PA2020-1027.pdf,-22.183611111,-49.656111111
SWTP,AM0022,Santa Izabel do Rio Negro,SANTA ISABEL DO RIO NEGRO,Amazonas,Santa Isabel do Rio Negro,Amazonas,"00°25'01.0S""","065°02'02.0W""",68,VFR,Sem Operação,09/27,1200,30,8/F/C/Y/U,Asfalto,,,,,,Cadastrado,05/10/2021,PA2011-1908,https://pergamum.anac.gov.br/arquivos/PA2011-1908.pdf,-0.416944444,-65.033888889
SDAA,SP0045,Araras,ARARAS,São Paulo,Araras,São Paulo,"22°20'13.0S""","047°21'30.0W""",685,VFR,Sem Operação,12/30,1150,30,6/F/C/Y/U,Asfalto,,,,,,Cadastrado,,PD1995-0593,https://pergamum.anac.gov.br/arquivos/PD1995-0593.pdf,-22.336944444,-47.358333333
SNQX,CE0010,Quixadá,QUIXADÁ,Ceará,Quixadá,Ceará,"04°58'44.0S""","038°59'16.0W""",225,VFR,Sem Operação,14/32,1200,30,17/F/A/X/T,Asfalto,,,,,,Cadastrado,23/04/2030,PA2020-1076,https://pergamum.anac.gov.br/arquivos/PA2020-1076.pdf,-4.978888889,-38.987777778
SDUQ,SP0042,Paraguaçu Paulista,PARAGUAÇU PAULISTA,São Paulo,Paraguaçu Paulista,São Paulo,"22°25'37.0S""","050°36'25.0W""",476,VFR,Sem Operação,05/23,1199,30,5600 Kg / 0.50 MPa,Terra,,,,,,Interditado,22/02/2021,PA2011-0330,https://pergamum.anac.gov.br/arquivos/PA2011-0330.pdf,-22.426944444,-50.606944444
SDRR,SP0028,Avaré-Arandu,AVARÉ,São Paulo,Avaré,São Paulo,"23°05'35.0S""","048°59'03.0W""",810,VFR,VFR,15/33,1480,30,26/F/A/X/T,Asfalto,,,,,,Cadastrado,,PA2015-2649,https://pergamum.anac.gov.br/arquivos/PA2015-2649.pdf,-23.093055556,-48.984166667
SSBL,SC0019,Blumenau,BLUMENAU,Santa Catarina,Blumenau,Santa Catarina,"26°49'58.0S""","049°05'37.0W""",18,VFR,Sem Operação,18/36,1080,30,17/F/C/Y/U,Asfalto,,,,,,Cadastrado,30/07/2028,PA2018-2330,https://pergamum.anac.gov.br/arquivos/PA2018-2330.pdf,-26.832777778,-49.093611111
SBCN,GO0003,Nelson Rodrigues Guimarães,CALDAS NOVAS,Goiás,Caldas Novas,Goiás,"17°43'29.0S""","048°36'36.0W""",685,VFR / IFR Não Precisão,VFR / IFR Não Precisão,09/27,2100,30,35/F/A/X/T,Asfalto,,,,,,Cadastrado,,PA2007-1408,https://pergamum.anac.gov.br/arquivos/PA2007-1408.pdf,-17.724722222,-48.61
SNBS,MA0010,Balsas,BALSAS,Maranhão,Balsas,Maranhão,"07°31'31.0S""","046°03'12.0W""",284,VFR,,15/33,1000,23,14/F/B/Y/U,Asfalto,,,,,,Cadastrado,01/09/2025,PA2015-2308,https://pergamum.anac.gov.br/arquivos/PA2015-2308.pdf,-7.525277778,-46.053333333
SWNK,AM0011,Novo Campo,BOCA DO ACRE,Amazonas,Boca do Acre,Amazonas,"08°50'01.0S""","067°18'44.0W""",120,VFR,Sem Operação,18/36,1600,33,19/F/C/Y/U,Asfalto,,,,,,Cadastrado,,PD1996-0085,https://pergamum.anac.gov.br/arquivos/PD1996-0085.pdf,-8.833611111,-67.312222222
SSSZ,PR0033,Sertanópolis,SERTANÓPOLIS,Paraná,Sertanópolis,Paraná,"23°03'43.0S""","051°00'50.0W""",361,VFR,Sem Operação,10/28,1000,30,5700 Kg / 0.50 MPa,Grama,,,,,,Cadastrado,13/10/2025,PA2015-2705,https://pergamum.anac.gov.br/arquivos/PA2015-2705.pdf,-23.061944444,-51.013888889
SNST,BA0049,Souto Soares,SOUTO SOARES,Bahia,Souto Soares,Bahia,"12°05'50.0S""","041°38'26.0W""",816,VFR,,17/35,1200,20,8/F/C/Y/U,Asfalto,,,,,,Cadastrado,17/12/2025,PA2015-3334,https://pergamum.anac.gov.br/arquivos/PA2015-3334.pdf,-12.097222222,-41.640555556
SSAN,PR0032,João Galdino,ANDIRÁ,Paraná,,,"23°01'37.0S""","050°13'42.0W""",490,VFR,,09/27,1000,23,5600 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,06/11/2027,PA2017-3631,https://pergamum.anac.gov.br/arquivos/PA2017-3631.pdf,-23.026944444,-50.228333333
SBTT,AM0005,Tabatinga,TABATINGA,Amazonas,Tabatinga,Amazonas,"04°15'02.0S""","069°56'16.0W""",85,VFR / IFR Não Precisão,VFR / IFR Não Precisão,12/30,2150,45,33/F/D/X/U,Asfalto,,,,,,Cadastrado,,PD1990-0325,https://pergamum.anac.gov.br/arquivos/PD1990-0325.pdf,-4.250555556,-69.937777778
SNUH,MG0054,Piumhi,PIUMHI,Minas Gerais,Piumhi,Minas Gerais,"20°26'20.0S""","045°59'32.0W""",751,VFR,Sem Operação,07/25,1148,30,14/F/A/Y/T,Asfalto,,,,,,Cadastrado,10/08/2030,PA2020-1981,https://pergamum.anac.gov.br/arquivos/PA2020-1981.pdf,-20.438888889,-45.992222222
SWHT,AM0019,Francisco Correa da Cruz,HUMAITÁ,Amazonas,Humaitá,Amazonas,"07°32'01.0S""","063°03'02.0W""",70,VFR,Sem Operação,14/32,1200,45,7/F/B/Y/U,Terra,,,,,,Cadastrado,,PD1965-0149,https://pergamum.anac.gov.br/arquivos/PD1965-0149.pdf,-7.533611111,-63.050555556
SWBE,CE0006,Walfrido Samito de Almeida,SÃO BENEDITO,Ceará,São Benedito,Ceará,"04°03'00.0S""","040°53'00.0W""",884,VFR,VFR,10/28,1500,30,12/F/B/Y/T,Asfalto,,,,,,Cadastrado,19/08/2023,PA2013-2111,https://pergamum.anac.gov.br/arquivos/PA2013-2111.pdf,-4.05,-40.883333333
SWII,AM0013,Ipiranga,SANTO ANTÔNIO DO IÇÁ,Amazonas,Santo Antônio do Içá,Amazonas,"02°56'01.0S""","069°41'41.0W""",40,VFR,,01/19,1500,30,13/R/C/W/U,Concreto,,,,,,Cadastrado,21/09/2021,PA2011-1806,https://pergamum.anac.gov.br/arquivos/PA2011-1806.pdf,-2.933611111,-69.694722222
SSNQ,MS0016,Nioaque,NIOAQUE,Mato Grosso do Sul,Nioaque,Mato Grosso do Sul,"21°11'05.0S""","055°49'49.0W""",300,VFR,Sem Operação,18/36,1200,60,8/F/C/Y/U,Grama,,,,,,Interditado,,PD1960-0110,https://pergamum.anac.gov.br/arquivos/PD1960-0110.pdf,-21.184722222,-55.830277778
SBJC,PA0005,Belém / Brigadeiro Protásio de Oliveira,BELÉM,Pará,Belém,Pará,"01°24'54.0S""","048°27'32.0W""",16.2,VFR,,16/34,1106,30,34/F/C/X/U,Asfalto,,,,,,Cadastrado,31/01/2021,PA2011-0161,https://pergamum.anac.gov.br/arquivos/PA2011-0161.pdf,-1.415,-48.458888889
SNBA,SP0013,Chafei Amsei,BARRETOS,São Paulo,Barretos,São Paulo,"20°35'08.0S""","048°35'45.0W""",580,VFR,VFR,08/26,1800,30,32/F/A/X/T,Asfalto,,,,,,Cadastrado,23/06/2030,PA2020-1562,https://pergamum.anac.gov.br/arquivos/PA2020-1562.pdf,-20.585555556,-48.595833333
SNIE,BA0020,Caetité,CAETITÉ,Bahia,Caetité,Bahia,"14°00'44.0S""","042°29'38.0W""",976,VFR,,10/28,1365,20,12/F/C/Y/U,Asfalto,,,,,,Cadastrado,17/12/2025,PA2015-3332,https://pergamum.anac.gov.br/arquivos/PA2015-3332.pdf,-14.012222222,-42.493888889
SDAD,SP0046,Everaldo Moraes Barreto,ADAMANTINA,São Paulo,Adamantina,São Paulo,"21°41'46.0S""","051°05'47.0W""",425,VFR,Sem Operação,09/27,1240,18,5000 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,23/04/2030,PA2020-1086,https://pergamum.anac.gov.br/arquivos/PA2020-1086.pdf,-21.696111111,-51.096388889
SNEB,PA0018,Nagib Demachki,PARAGOMINAS,Pará,Paragominas,Pará,"03°01'11.0S""","047°18'59.0W""",135,VFR,Sem Operação,09/27,1450,30,30/F/C/X/T,Asfalto,,,,,,Cadastrado,19/05/2030,PA2020-1291,https://pergamum.anac.gov.br/arquivos/PA2020-1291.pdf,-3.019722222,-47.316388889
SDBY,SP0032,Bariri,BARIRI,São Paulo,Bariri,São Paulo,"22°04'09.0S""","048°42'23.0W""",493,VFR,Sem Operação,11/29,1470,30,5600 Kg / 0.50 MPa,Terra,,,,,,Cadastrado,20/05/2030,PA2020-1303,https://pergamum.anac.gov.br/arquivos/PA2020-1303.pdf,-22.069166667,-48.706388889
SNRU,PE0004,Caruaru,CARUARU,Pernambuco,Caruaru,Pernambuco,"08°17'04.0S""","036°00'39.0W""",576,VFR,Sem Operação,13/31,1800,30,30/F/A/X/U,Asfalto,,,,,,Cadastrado,23/04/2030,PA2020-1090,https://pergamum.anac.gov.br/arquivos/PA2020-1090.pdf,-8.284444444,-36.010833333
SBPS,BA0002,Porto Seguro,PORTO SEGURO,Bahia,Porto Seguro,Bahia,"16°26'17.0S""","039°04'40.0W""",51,VFR / IFR Não Precisão,VFR / IFR Não Precisão,10/28,2000,45,44/R/B/X/T,Asfalto,,,,,,Cadastrado,,PD1998-0299,https://pergamum.anac.gov.br/arquivos/PD1998-0299.pdf,-16.438055556,-39.077777778
SNBG,ES0005,Baixo Guandu - Aimorés,BAIXO GUANDU,Espírito Santo,Baixo Guandu,Espírito Santo,"19°29'56.0S""","041°02'31.0W""",80,VFR,,11/29,1200,30,10/F/C/Y/U,Asfalto,,,,,,Interditado,28/07/2025,PA2015-1984,https://pergamum.anac.gov.br/arquivos/PA2015-1984.pdf,-19.498888889,-41.041944444
SBBI,PR0006,Bacacheri,CURITIBA,Paraná,Curitiba,Paraná,"25°24'12.0S""","049°14'01.0W""",932,VFR / IFR Não Precisão,VFR / IFR Não Precisão,18/36,1390,31,21/F/B/X/T,Asfalto,,,,,,Cadastrado,10/03/2026,PA2016-0533,https://pergamum.anac.gov.br/arquivos/PA2016-0533.pdf,-25.403333333,-49.233611111
SSGB,PR0035,Municipal de Guaratuba,GUARATUBA,Paraná,Guaratuba,Paraná,"25°52'50.0S""","048°36'44.0W""",15,VFR,Sem Operação,02/20,1000,18,2500 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,18/11/2030,PA2020-3250,https://pergamum.anac.gov.br/arquivos/PA2020-3250.pdf,-25.880555556,-48.612222222
SWCZ,GO0024,Ceres,CERES,Goiás,Ceres,Goiás,"15°20'41.0S""","049°36'17.0W""",598,VFR,,15/33,1200,23,2500 Kg / 0.50 MPa,Asfalto,,,,,,Interditado,09/10/2023,PA2013-2624,https://pergamum.anac.gov.br/arquivos/PA2013-2624.pdf,-15.344722222,-49.604722222
SSRG,SP0030,Aeroporto Estadual de Registro,REGISTRO,São Paulo,Registro,São Paulo,"24°31'54.0S""","047°50'25.0W""",25,VFR,,10/28,1430,30,30/F/B/X/T,Asfalto,,,,,,Cadastrado,11/10/2022,PA2012-2146,https://pergamum.anac.gov.br/arquivos/PA2012-2146.pdf,-24.531666667,-47.840277778
SBUA,AM0003,São Gabriel da Cachoeira,SÃO GABRIEL DA CACHOEIRA,Amazonas,São Gabriel da Cachoeira,Amazonas,"00°08'53.0S""","066°59'09.0W""",76,VFR / IFR Não Precisão,Sem Operação,05/23,2600,45,47/F/C/X/U,Asfalto,,,,,,Cadastrado,05/05/2030,PA2020-1183,https://pergamum.anac.gov.br/arquivos/PA2020-1183.pdf,-0.148055556,-66.985833333
SSPG,PR0011,Santos Dumont,PARANAGUÁ,Paraná,Paranaguá,Paraná,"25°32'26.0S""","048°31'52.0W""",5,VFR,Sem Operação,06/24,1455,30,16/F/C/Y/U,Asfalto,,,,,,Cadastrado,,PD1991-0064,https://pergamum.anac.gov.br/arquivos/PD1991-0064.pdf,-25.540555556,-48.531111111
SNCZ,MG0059,Ponte Nova,PONTE NOVA,Minas Gerais,Ponte Nova,Minas Gerais,"20°24'11.0S""","042°55'00.0W""",572,VFR,Sem Operação,07/25,1060,30,11/F/C/Y/T,Asfalto,,,,,,Cadastrado,,PD1999-0818,https://pergamum.anac.gov.br/arquivos/PD1999-0818.pdf,-20.403055556,-42.916666667
SNAS,MG0022,Três Marias,TRÊS MARIAS,Minas Gerais,Três Marias,Minas Gerais,"18°13'30.0S""","045°11'26.0W""",786,VFR,Sem Operação,06/24,1500,45,24/F/C/X/U,Asfalto,,,,,,Cadastrado,,PD1960-0132,https://pergamum.anac.gov.br/arquivos/PD1960-0132.pdf,-18.225,-45.190555556
SWXV,MT0013,Xavantina,NOVA XAVANTINA,Mato Grosso,Nova Xavantina,Mato Grosso,"14°41'27.0S""","052°20'57.0W""",316,VFR,Sem Operação,03/21,1490,45,10/F/C/Y/U,Terra,,,,,,Interditado,,PD1992-0119,https://pergamum.anac.gov.br/arquivos/PD1992-0119.pdf,-14.690833333,-52.349166667
SBOI,AP0002,Oiapoque,OIAPOQUE,Amapá,Oiapoque,Amapá,"03°51'41.0N""","051°47'46.0W""",19,,,03/21,1200,30,10/F/B/Y/U,Asfalto,,,,,,Cadastrado,,PD1984-0039,https://pergamum.anac.gov.br/arquivos/PD1984-0039.pdf,-3.861388889,-51.796111111
SNVI,MG0035,Mello Viana,TRÊS CORAÇÕES,Minas Gerais,Três Corações,Minas Gerais,"21°47'21.0S""","045°16'05.0W""",976,VFR,Sem Operação,04/22,1300,23,8/F/C/Y/U,Asfalto,,,,,,Cadastrado,09/08/2029,PA2019-2431,https://pergamum.anac.gov.br/arquivos/PA2019-2431.pdf,-21.789166667,-45.268055556
SSMR,PR0026,Manoel Ribas,MANOEL RIBAS,Paraná,Manoel Ribas,Paraná,"24°31'46.0S""","051°39'06.0W""",886,VFR,,17/35,1200,30,12/F/C/Y/U,Asfalto,,,,,,Interditado,02/06/2027,PA2017-1810,https://pergamum.anac.gov.br/arquivos/PA2017-1810.pdf,-24.529444444,-51.651666667
SNBX,BA0028,Barra,BARRA,Bahia,Barra,Bahia,"11°04'52.0S""","043°08'51.0W""",389,VFR,,06/24,1300,20,10/F/B/X/U,Asfalto,,,,,,Cadastrado,15/03/2026,PA2016-0574,https://pergamum.anac.gov.br/arquivos/PA2016-0574.pdf,-11.081111111,-43.1475
SNCA,MG0031,Campo Belo,CAMPO BELO,Minas Gerais,Campo Belo,Minas Gerais,"20°53'33.0S""","045°20'08.0W""",970,VFR,Sem Operação,10/28,1420,30,25/F/A/X/T,Asfalto,,,,,,Cadastrado,23/06/2030,PA2020-1560,https://pergamum.anac.gov.br/arquivos/PA2020-1560.pdf,-20.8925,-45.335555556
SSKK,RS0052,Capão da Canoa,CAPÃO DA CANOA,Rio Grande do Sul,Capão da Canoa,Rio Grande do Sul,"29°45'49.0S""","050°02'13.0W""",10,VFR,Sem Operação,08/26,700,27,2500 Kg / 0.50 MPa,Grama,,,,,,Cadastrado,13/04/2030,PA2020-0979,https://pergamum.anac.gov.br/arquivos/PA2020-0979.pdf,-29.763611111,-50.036944444
SSQC,PR0029,Aguinaldo Pereira Lima,SIQUEIRA CAMPOS,Paraná,Siqueira Campos,Paraná,"23°40'28.0S""","049°49'08.0W""",705,VFR,Sem Operação,07/25,1200,23,5700 Kg / 5.00 MPa,Asfalto,,,,,,Interditado,,PD1983-0010COMAR,https://pergamum.anac.gov.br/arquivos/PD1983-0010COMAR.pdf,-23.674444444,-49.818888889
SWFX,MT0022,São Félix do Araguaia,SÃO FÉLIX DO ARAGUAIA,Mato Grosso,São Félix do Araguaia,Mato Grosso,"11°37'55.0S""","050°41'18.0W""",198,VFR,Sem Operação,12/30,1100,25,10/F/C/Y/U,Terra,,,,,,Cadastrado,,PD1997-0887,https://pergamum.anac.gov.br/arquivos/PD1997-0887.pdf,-11.631944444,-50.688333333
SDKK,SP0058,Mococa,MOCOCA,São Paulo,Mococa,São Paulo,"21°29'14.0S""","047°02'02.0W""",651,VFR,,04/22,1000,30,8/F/C/Y/U,Terra,,,,,,Interditado,04/11/2023,PA2013-2824,https://pergamum.anac.gov.br/arquivos/PA2013-2824.pdf,-21.487222222,-47.033888889
SNPX,MG0028,Pirapora,PIRAPORA,Minas Gerais,Pirapora,Minas Gerais,"17°18'50.0S""","044°51'31.0W""",551,VFR,Sem Operação,10/28,1480,30,10/F/B/Y/U,Asfalto,,,,,,Cadastrado,19/04/2030,PA2020-1087,https://pergamum.anac.gov.br/arquivos/PA2020-1087.pdf,-17.313888889,-44.858611111
SWPK,MT0021,Poconé,POCONÉ,Mato Grosso,Poconé,Mato Grosso,"16°16'18.0S""","056°39'04.0W""",187,VFR,,01/19,1150,23,5700 Kg / 0.50 MPa,Cascalho,,,,,,Cadastrado,17/10/2026,PA2016-2706,https://pergamum.anac.gov.br/arquivos/PA2016-2706.pdf,-16.271666667,-56.651111111
SDCG,AM0016,Senadora Eunice Michiles,SÃO PAULO DE OLIVENÇA,Amazonas,São Paulo de Olivença,Amazonas,"03°28'14.0S""","068°55'27.0W""",102,VFR,Sem Operação,04/22,1200,23,6/R/B/Y/T,Concreto,,,,,,Cadastrado,29/05/2028,PA2018-1632,https://pergamum.anac.gov.br/arquivos/PA2018-1632.pdf,-3.470555556,-68.924166667
SNZR,MG0026,Pedro Rabelo de Souza,PARACATU,Minas Gerais,Paracatu,Minas Gerais,"17°14'35.0S""","046°52'53.0W""",730,VFR,Sem Operação,11/29,1500,30,11/F/C/Y/T,Asfalto,,,,,,Cadastrado,16/10/2028,PA2018-3129,https://pergamum.anac.gov.br/arquivos/PA2018-3129.pdf,-17.243055556,-46.881388889
SDET,SP0067,Tietê,TIETÊ,São Paulo,Tietê,São Paulo,"23°06'17.0S""","047°43'28.0W""",501,VFR,Sem Operação,02/20,850,30,5000 Kg / 0.50 MPa,Terra,,,,,,Cadastrado,23/09/2030,PA2020-2412,https://pergamum.anac.gov.br/arquivos/PA2020-2412.pdf,-23.104722222,-47.724444444
SNBM,MG0051,Cristiano Ferreira Varella,MURIAÉ,Minas Gerais,Muriaé,Minas Gerais,"21°07'44.0S""","042°22'01.0W""",270,VFR,Sem Operação,12/30,1140,23,12/F/B/Y/T,Asfalto,,,,,,Cadastrado,23/06/2020,PA2020-1561,https://pergamum.anac.gov.br/arquivos/PA2020-1561.pdf,-21.128888889,-42.366944444
SSCT,PR0025,Engenheiro Gastão de Mesquita Filho,CIANORTE,Paraná,Cianorte,Paraná,"23°41'30.0S""","052°38'32.0W""",539,VFR,VFR,04/22,1200,23,5700 Kg / 0.62 MPa,Asfalto,,,,,,Cadastrado,21/01/2026,PA2016-0114,https://pergamum.anac.gov.br/arquivos/PA2016-0114.pdf,-23.691666667,-52.642222222
SNGB,PI0011,Gilbués,GILBUÉS,Piauí,Gilbués,Piauí,"09°50'01.0S""","045°22'02.0W""",450,VFR,Sem Operação,09/27,1000,30,8/F/C/Y/U,Terra,,,,,,Interditado,,,,-9.833611111,-45.367222222
SNEE,RS0004,Vacaria Novo,VACARIA,Rio Grande do Sul,Vacaria,Rio Grande do Sul,"28°25'55.0S""","051°01'22.0W""",900,VFR,,11/29,2020,30,32/F/A/X/T,Asfalto,,,,,,Cadastrado,13/01/2024,PA2014-0071,https://pergamum.anac.gov.br/arquivos/PA2014-0071.pdf,-28.431944444,-51.022777778
SNQD,PB0006,Sousa,SOUSA,Paraíba,Sousa,Paraíba,"06°47'08.0S""","038°14'02.0W""",272,VFR,Sem Operação,15/33,1075,30,13/F/A/Y/U,Asfalto,,,,,,Cadastrado,05/06/2028,PA2018-1693,https://pergamum.anac.gov.br/arquivos/PA2018-1693.pdf,-6.785555556,-38.233888889
SSST,RS0015,Santiago,SANTIAGO,Rio Grande do Sul,Santiago,Rio Grande do Sul,"29°12'54.0S""","054°50'32.0W""",445,VFR,Sem Operação,17/35,1340,60,8/F/C/Y/U,Terra,,,,,,Cadastrado,,,,-29.215,-54.842222222
SSKS,RS0039,Brigadeiro Nero Moura,CACHOEIRA DO SUL,Rio Grande do Sul,Cachoeira do Sul,Rio Grande do Sul,"30°00'08.0S""","052°56'25.0W""",77,VFR,Sem Operação,12/30,1020,18,10/F/B/X/T,Asfalto,,,,,,Cadastrado,23/12/2030,PA2020-3744,https://pergamum.anac.gov.br/arquivos/PA2020-3744.pdf,-30.002222222,-52.940277778
SSEZ,RS0050,Espumoso,ESPUMOSO,Rio Grande do Sul,Espumoso,Rio Grande do Sul,"28°44'17.0S""","052°51'20.0W""",390,VFR,,08/26,720,18,2000 Kg / 0.50 MPa,Grama,,,,,,Cadastrado,24/10/2028,PA2018-3262,https://pergamum.anac.gov.br/arquivos/PA2018-3262.pdf,-28.738055556,-52.855555556
