Código OACI	CIAD	Nome	Município	UF	Município Servido	UF Servido	Latitude	Longitude	LatitudeRaiz	Lat Raiz	Lat 60	Lat 3600	LongitudeRaiz	Lon Raiz	Lon 60	Lon 3600	Altitude	Operação Diurna	Operação Noturna	Designação 1	Comprimento 1	Largura 1	Resistência 1	Superfície 1	Designação 2	Comprimento 2	Largura 2	Resistência 2	Superfície 2	Situação	Validade do Registro	Portaria de Registro	Link Portaria
SBAX	MG0008	Romeu Zema	ARAXÁ	Minas Gerais	Araxá	Minas Gerais	-19.560555556	-46.965555556	19°33'38.0S"	19.000000000	0.550000000	0.010555556	046°57'56.0W"	46.000000000	0.950000000	0.015555556	999	VFR / IFR Não Precisão	VFR / IFR Não Precisão	16/34	1900	30	26/F/B/X/T	Asfalto						Cadastrado	06/07/2027	PA2017-3046	https://pergamum.anac.gov.br/arquivos/PA2017-3046.pdf
SNOS	MG0024	José Figueiredo	PASSOS	Minas Gerais	Passos	Minas Gerais	-20.733333333	-46.659722222	20°44'00.0S"	20.000000000	0.733333333	0.000000000	046°39'35.0W"	46.000000000	0.650000000	0.009722222	822	VFR	VFR	14/32	1500	30	19/F/A/Y/T	Asfalto						Cadastrado	15/10/2023	PA2013-2698	https://pergamum.anac.gov.br/arquivos/PA2013-2698.pdf
SBCG	MS0001	Campo Grande Internacional	CAMPO GRANDE	Mato Grosso do Sul	Campo Grande	Mato Grosso do Sul	-20.469444444	-54.670277778	20°28'10.0S"	20.000000000	0.466666667	0.002777778	054°40'13.0W"	54.000000000	0.666666667	0.003611111	559	VFR / IFR - CAT I	VFR / IFR - CAT I	06/24	2600	45	48/F/B/X/T	Asfalto						Cadastrado	22/07/2026	PA2016-1884	https://pergamum.anac.gov.br/arquivos/PA2016-1884.pdf
SBRD	MT0004	Rondonópolis	RONDONÓPOLIS	Mato Grosso	Rondonópolis	Mato Grosso	-16.588055556	-54.721666667	16°35'17.0S"	16.000000000	0.583333333	0.004722222	054°43'18.0W"	54.000000000	0.716666667	0.005000000	447	VFR / IFR Não Precisão	VFR / IFR Não Precisão	02/20	1850	30	28/F/B/X/T	Asfalto						Cadastrado	10/10/2028	PA2018-3190	https://pergamum.anac.gov.br/arquivos/PA2018-3190.pdf
SNHS	PE0005	Santa Magalhães	SERRA TALHADA	Pernambuco	Serra Talhada	Pernambuco	-8.061388889	-38.328611111	08°03'41.0S"	8.000000000	0.050000000	0.011388889	038°19'43.0W"	38.000000000	0.316666667	0.011944444	470	VFR	VFR	13/31	1593	30	31/F/B/Y/T	Asfalto						Cadastrado	06/07/2028	PA2018-2109	https://pergamum.anac.gov.br/arquivos/PA2018-2109.pdf
SNGN	PE0006	Garanhuns	GARANHUNS	Pernambuco	Garanhuns	Pernambuco	-8.834444444	-36.471388889	08°50'04.0S"	8.000000000	0.833333333	0.001111111	036°28'17.0W"	36.000000000	0.466666667	0.004722222	772	VFR	VFR	16/34	1254	28	6/F/C/Y/T	Asfalto						Interditado	07/05/2028	PA2018-1372	https://pergamum.anac.gov.br/arquivos/PA2018-1372.pdf
SNAE	PE0007	Arcoverde	ARCOVERDE	Pernambuco	Arcoverde	Pernambuco	-8.407777778	-37.088333333	08°24'28.0S"	8.000000000	0.400000000	0.007777778	037°05'18.0W"	37.000000000	0.083333333	0.005000000	634	VFR	VFR	15/33	1300	28	6/F/B/Y/U	Asfalto						Interditado	05/12/2028	PA2018-3679	https://pergamum.anac.gov.br/arquivos/PA2018-3679.pdf
SBME	RJ0004	Macaé	MACAÉ	Rio de Janeiro	Macaé	Rio de Janeiro	-22.342777778	-41.763888889	22°20'34.0S"	22.000000000	0.333333333	0.009444444	041°45'50.0W"	41.000000000	0.750000000	0.013888889	2	VFR / IFR Não Precisão	VFR / IFR Não Precisão	06/24	1200	30	19/F/C/W/T	Asfalto						Cadastrado	26/12/2019	PA2019-3922	https://pergamum.anac.gov.br/arquivos/PA2019-3922.pdf
SDPN	SP0024	Aeroporto Estadual Dr. Ramalho Franco	PENÁPOLIS	São Paulo	Penápolis	São Paulo	-21.410277778	-50.031944444	21°24'37.0S"	21.000000000	0.400000000	0.010277778	050°01'55.0W"	50.000000000	0.016666667	0.015277778	418	VFR	VFR	15/33	1500	30	27/F/A/X/T	Asfalto						Cadastrado	29/01/2024	PA2014-0233	https://pergamum.anac.gov.br/arquivos/PA2014-0233.pdf
SDJV	SP0035	Municipal de São João da Boa Vista	SÃO JOÃO DA BOA VISTA	São Paulo	São João da Boa Vista	São Paulo	-22.016666667	-46.840555556	22°01'00.0S"	22.000000000	0.016666667	0.000000000	046°50'26.0W"	46.000000000	0.833333333	0.007222222	762	VFR	VFR	04/22	1250	30	20/F/B/Y/T	Asfalto						Cadastrado	15/10/2023	PA2016-1715	https://pergamum.anac.gov.br/arquivos/PA2016-1715.pdf
SDNO	SP0061	Nelson Garófalo	SÃO MANUEL	São Paulo	São Manuel	São Paulo	-22.696111111	-48.576111111	22°41'46.0S"	22.000000000	0.683333333	0.012777778	048°34'34.0W"	48.000000000	0.566666667	0.009444444	730	VFR	VFR	14/32	1000	20	13/F/C/Y/U	Asfalto						Cadastrado	07/05/2028	PA2018-1381	https://pergamum.anac.gov.br/arquivos/PA2018-1381.pdf
SWLC	GO0009	General Leite de Castro	RIO VERDE	Goiás	Rio Verde	Goiás	-17.834722222	-50.956111111	17°50'05.0S"	17.000000000	0.833333333	0.001388889	050°57'22.0W"	50.000000000	0.950000000	0.006111111	751	VFR	VFR	03/21	1500	30	19/F/C/Y/U	Asfalto						Cadastrado	17/05/2025	PA2015-1270	https://pergamum.anac.gov.br/arquivos/PA2015-1270.pdf
SBKP	SP0003	Viracopos	CAMPINAS	São Paulo	Campinas	São Paulo	-23.006944444	-47.134444444	23°00'25.0S"	23.000000000	0.000000000	0.006944444	047°08'04.0W"	47.000000000	0.133333333	0.001111111	661	VFR / IFR - CAT I	VFR / IFR - CAT I	15/33	3240	45	56/F/B/X/T	Asfalto						Cadastrado	05/12/2028	PA2018-3677	https://pergamum.anac.gov.br/arquivos/PA2018-3677.pdf
SJRG	RS0013	Regional de Rio Grande	RIO GRANDE	Rio Grande do Sul	Rio Grande	Rio Grande do Sul	-32.083333333	-52.167500000	32°05'00.0S"	32.000000000	0.083333333	0.000000000	052°10'03.0W"	52.000000000	0.166666667	0.000833333	8	VFR	VFR	06/24	1900	30	11/F/B/Y/T	Asfalto						Cadastrado	21/07/2030	PA2020-1743	https://pergamum.anac.gov.br/arquivos/PA2020-1743.pdf
SNXB	MG0025	Caxambu	CAXAMBU	Minas Gerais	Caxambu	Minas Gerais	-21.917500000	-44.969444444	21°55'03.0S"	21.000000000	0.916666667	0.000833333	044°58'10.0W"	44.000000000	0.966666667	0.002777778	865	VFR	VFR	09/27	1500	30	8/F/C/X/U	Asfalto						Cadastrado	23/04/2030	PA2020-1077	https://pergamum.anac.gov.br/arquivos/PA2020-1077.pdf
SBFL	SC0001	Hercílio Luz	FLORIANÓPOLIS	Santa Catarina	Florianópolis	Santa Catarina	-27.670277778	-48.552500000	27°40'13.0S"	27.000000000	0.666666667	0.003611111	048°33'09.0W"	48.000000000	0.550000000	0.002500000	5	VFR / IFR - CAT I	VFR / IFR - CAT I	03/21	1320	45	26/R/B/X/T	Concreto	14/32	2400	45	78/F/A/X/T	Asfalto	Cadastrado	27/10/2027	PA2017-3540	https://pergamum.anac.gov.br/arquivos/PA2017-3540.pdf
SBPG	PR0012	Comandante Antônio Amilton Beraldo	PONTA GROSSA	Paraná	Ponta Grossa	Paraná	-25.184444444	-50.143888889	25°11'04.0S"	25.000000000	0.183333333	0.001111111	050°08'38.0W"	50.000000000	0.133333333	0.010555556	789	VFR / IFR Não Precisão	VFR / IFR Não Precisão	08/26	1430	30	33/F/C/X/U	Asfalto						Cadastrado	18/11/2024	PA2018-2953	https://pergamum.anac.gov.br/arquivos/PA2018-2953.pdf
SBUF	BA0007	Paulo Afonso	PAULO AFONSO	Bahia	Paulo Afonso	Bahia	-9.401111111	-38.251111111	09°24'04.0S"	9.000000000	0.400000000	0.001111111	038°15'04.0W"	38.000000000	0.250000000	0.001111111	269	VFR	VFR	14/32	1800	45	35/F/C/X/U	Asfalto						Cadastrado	29/10/2025	PA2015-2868	https://pergamum.anac.gov.br/arquivos/PA2015-2868.pdf
SDIY	BA0013	João Durval Carneiro	FEIRA DE SANTANA	Bahia	Feira de Santana	Bahia	-12.200555556	-38.906388889	12°12'02.0S"	12.000000000	0.200000000	0.000555556	038°54'23.0W"	38.000000000	0.900000000	0.006388889	238	VFR	VFR	13/31	1500	30	30/F/A/X/T	Asfalto						Cadastrado	11/11/2014	PA2019-0627	https://pergamum.anac.gov.br/arquivos/PA2019-0627.pdf
SNMX	ES0003	Aeródromo Público de São Mateus	SÃO MATEUS	Espírito Santo	São Mateus	Espírito Santo	-18.721388889	-39.833611111	18°43'17.0S"	18.000000000	0.716666667	0.004722222	039°50'01.0W"	39.000000000	0.833333333	0.000277778	30	VFR	VFR	08/26	1350	30	8/F/C/Y/U	Asfalto						Cadastrado	30/07/2025	PA2015-2013	https://pergamum.anac.gov.br/arquivos/PA2015-2013.pdf
SNCX	ES0004	Colatina	COLATINA	Espírito Santo	Colatina	Espírito Santo	-19.484444444	-40.584444444	19°29'04.0S"	19.000000000	0.483333333	0.001111111	040°35'04.0W"	40.000000000	0.583333333	0.001111111	153	VFR	VFR	15/33	1300	30	8/F/B/Y/T	Asfalto						Cadastrado	22/05/2025	PA2019-1474	https://pergamum.anac.gov.br/arquivos/PA2019-1474.pdf
SBBW	MT0008	Barra do Garças	BARRA DO GARÇAS	Mato Grosso	Barra do Garças	Mato Grosso	-15.860833333	-52.389444444	15°51'39.0S"	15.000000000	0.850000000	0.010833333	052°23'22.0W"	52.000000000	0.383333333	0.006111111	350	VFR / IFR Não Precisão	VFR / IFR Não Precisão	07/25	1598	30	20/F/C/Y/T	Asfalto						Cadastrado	09/11/2026	PA2016-3033	https://pergamum.anac.gov.br/arquivos/PA2016-3033.pdf
SBSG	RN0001	Aeroporto Internacional do Rio Grande do Norte - Governador Aluizio Alves	SÃO GONÇALO DO AMARANTE	Rio Grande do Norte	Natal	Rio Grande do Norte	-5.768888889	-35.366388889	05°46'08.0S"	5.000000000	0.766666667	0.002222222	035°21'59.0W"	35.000000000	0.350000000	0.016388889	83.2	VFR / IFR - CAT I	VFR / IFR - CAT I	12/30	3000	60	70/F/A/X/T	Asfalto						Cadastrado	30/05/2024	PA2014-1256	https://pergamum.anac.gov.br/arquivos/PA2014-1256.pdf
SBNF	SC0002	Navegantes / Ministro Victor Konder - Internacional	NAVEGANTES	Santa Catarina	Navegantes	Santa Catarina	-26.878611111	-48.650833333	26°52'43.0S"	26.000000000	0.866666667	0.011944444	048°39'03.0W"	48.000000000	0.650000000	0.000833333	5	VFR / IFR Não Precisão	VFR / IFR Não Precisão	07/25	1701	45	33/F/A/X/T	Asfalto						Cadastrado	20/12/2013	PA2013-3372	https://pergamum.anac.gov.br/arquivos/PA2013-3372.pdf
SBJV	SC0004	Lauro Carneiro de Loyola	JOINVILLE	Santa Catarina	Joinville	Santa Catarina	-26.223055556	-48.797777778	26°13'23.0S"	26.000000000	0.216666667	0.006388889	048°47'52.0W"	48.000000000	0.783333333	0.014444444	5	VFR / IFR - CAT I	VFR / IFR - CAT I	15/33	1540	45	51/F/A/W/T	Asfalto						Cadastrado	13/04/2030	PA2020-1029	https://pergamum.anac.gov.br/arquivos/PA2020-1029.pdf
SBSP	SP0001	Congonhas	SÃO PAULO	São Paulo	São Paulo	São Paulo	-23.626111111	-46.656388889	23°37'34.0S"	23.000000000	0.616666667	0.009444444	046°39'23.0W"	46.000000000	0.650000000	0.006388889	802	VFR / IFR - CAT I	VFR / IFR - CAT I	17R/35L	1940	45	50/F/B/X/T	Asfalto	17L/35R	1495	45	38/F/B/X/U	Asfalto	Cadastrado	12/12/2024	PA2014-2980	https://pergamum.anac.gov.br/arquivos/PA2014-2980.pdf
SBMT	SP0007	Campo de Marte	SÃO PAULO	São Paulo	São Paulo	São Paulo	-23.506666667	-46.633888889	23°30'24.0S"	23.000000000	0.500000000	0.006666667	046°38'02.0W"	46.000000000	0.633333333	0.000555556	722	VFR	VFR	12/30	1600	45	16/F/C/Y/U	Asfalto						Cadastrado	11/08/2025	PA2015-2143	https://pergamum.anac.gov.br/arquivos/PA2015-2143.pdf
SBAQ	SP0012	Bartolomeu de Gusmão	ARARAQUARA	São Paulo	Araraquara	São Paulo	-21.804444444	-48.140277778	21°48'16.0S"	21.000000000	0.800000000	0.004444444	048°08'25.0W"	48.000000000	0.133333333	0.006944444	711	VFR / IFR Não Precisão	VFR / IFR Não Precisão	17/35	1800	30	40/F/A/X/T	Asfalto						Cadastrado	25/08/2027	PA2017-2889	https://pergamum.anac.gov.br/arquivos/PA2017-2889.pdf
SWXQ	SP0015	Lins	LINS	São Paulo	Lins	São Paulo	-21.662777778	-49.731111111	21°39'46.0S"	21.000000000	0.650000000	0.012777778	049°43'52.0W"	49.000000000	0.716666667	0.014444444	480	VFR	VFR	14/32	1700	35	30/F/B/X/T	Asfalto						Cadastrado	16/10/2024	PA2014-2413	https://pergamum.anac.gov.br/arquivos/PA2014-2413.pdf
SWGN	TO0002	Araguaína	ARAGUAÍNA	Tocantins	Araguaína	Tocantins	-7.228333333	-48.240833333	07°13'42.0S"	7.000000000	0.216666667	0.011666667	048°14'27.0W"	48.000000000	0.233333333	0.007500000	235	VFR	VFR	09/27	1804	45	44/F/C/X/U	Asfalto						Cadastrado	21/08/2025	PA2015-2236	https://pergamum.anac.gov.br/arquivos/PA2015-2236.pdf
SNCP	SC0181	Aeroporto Regional do Planalto Serrano	CORREIA PINTO	Santa Catarina	Lages	Santa Catarina	-27.634166667	-50.358333333	27°38'03.0S"	27.000000000	0.633333333	0.000833333	050°21'30.0W"	50.000000000	0.350000000	0.008333333	880	VFR / IFR Não Precisão	IFR Não Precisão	09/27	1802	30	57/F/B/X/T	Asfalto						Cadastrado	05/02/2030	PA2020-0315	https://pergamum.anac.gov.br/arquivos/PA2020-0315.pdf
SSOE	SC0015	Hélio Wasum	DESCANSO	Santa Catarina	São Miguel do Oeste	Santa Catarina	-26.781111111	-53.503333333	26°46'52.0S"	26.000000000	0.766666667	0.014444444	053°30'12.0W"	53.000000000	0.500000000	0.003333333	665	VFR	VFR	17/35	1260	18	11/F/A/Y/T	Asfalto						Cadastrado	19/05/2030	PA2020-1292	https://pergamum.anac.gov.br/arquivos/PA2020-1292.pdf
SBPL	PE0002	Senador Nilo Coelho	PETROLINA	Pernambuco	Petrolina	Pernambuco	-9.367500000	-40.563611111	09°22'03.0S"	9.000000000	0.366666667	0.000833333	040°33'49.0W"	40.000000000	0.550000000	0.013611111	384	VFR / IFR Não Precisão	VFR / IFR Não Precisão	13/31	3250	45	80/F/C/X/T	Asfalto						Cadastrado	05/10/2021	PA2011-1907	https://pergamum.anac.gov.br/arquivos/PA2011-1907.pdf
SDZG	CE0008	Pedro Teixeira Castelo Regional Tauá	TAUÁ	Ceará	Tauá	Ceará	-5.933333333	-40.297500000	05°56'00.0S"	5.000000000	0.933333333	0.000000000	040°17'51.0W"	40.000000000	0.283333333	0.014166667	444	VFR	VFR	09/27	1200	30	7/F/C/Y/U	Asfalto						Cadastrado	07/05/2030	PA2020-1189	https://pergamum.anac.gov.br/arquivos/PA2020-1189.pdf
SDIM	SP0033	Dr. Antonio Ribeiro Nogueira Júnior	ITANHAÉM	São Paulo	Itanhaém	São Paulo	-24.164722222	-46.785555556	24°09'53.0S"	24.000000000	0.150000000	0.014722222	046°47'08.0W"	46.000000000	0.783333333	0.002222222	3	VFR	VFR	15/33	1350	30	31/F/C/X/T	Asfalto						Cadastrado	23/09/2030	PA2020-2423	https://pergamum.anac.gov.br/arquivos/PA2020-2423.pdf
SBJE	CE0003	Comandante Ariston Pessoa	CRUZ	Ceará	Cruz	Ceará	-2.906666667	-40.358055556	02°54'24.0S"	2.000000000	0.900000000	0.006666667	040°21'29.0W"	40.000000000	0.350000000	0.008055556	27	VFR / IFR Não Precisão	VFR / IFR Não Precisão	08/26	2200	45	62/F/B/W/T	Asfalto						Cadastrado	03/03/2026	PA2017-3750	https://pergamum.anac.gov.br/arquivos/PA2017-3750.pdf
SBBH	MG0003	Pampulha - Carlos Drummond de Andrade	BELO HORIZONTE	Minas Gerais	Belo Horizonte	Minas Gerais	-19.851944444	-43.950555556	19°51'07.0S"	19.000000000	0.850000000	0.001944444	043°57'02.0W"	43.000000000	0.950000000	0.000555556	789	VFR / IFR Não Precisão	VFR / IFR Não Precisão	13/31	2364	45	44/F/B/X/T	Asfalto						Cadastrado	18/04/2027	PA2017-1295	https://pergamum.anac.gov.br/arquivos/PA2017-1295.pdf
SNDV	MG0015	Brigadeiro Antônio Cabral	DIVINÓPOLIS	Minas Gerais	Divinópolis	Minas Gerais	-20.181944444	-44.870000000	20°10'55.0S"	20.000000000	0.166666667	0.015277778	044°52'12.0W"	44.000000000	0.866666667	0.003333333	795	VFR	VFR	17/35	1540	30	20/F/B/X/T	Asfalto						Cadastrado	07/01/2026	PA2016-0019	https://pergamum.anac.gov.br/arquivos/PA2016-0019.pdf
SBVG	MG0019	Major Brigadeiro Trompowsky	VARGINHA	Minas Gerais	Varginha	Minas Gerais	-21.588888889	-45.473333333	21°35'20.0S"	21.000000000	0.583333333	0.005555556	045°28'24.0W"	45.000000000	0.466666667	0.006666667	922	VFR / IFR Não Precisão	IFR Não Precisão	04/22	2100	30	26/F/A/Y/T	Asfalto						Cadastrado	05/12/2027	PA2017-3825	https://pergamum.anac.gov.br/arquivos/PA2017-3825.pdf
SBGV	MG0032	Coronel Altino Machado	GOVERNADOR VALADARES	Minas Gerais	Governador Valadares	Minas Gerais	-18.896944444	-41.986111111	18°53'49.0S"	18.000000000	0.883333333	0.013611111	041°59'10.0W"	41.000000000	0.983333333	0.002777778	171	VFR / IFR Não Precisão	VFR / IFR Não Precisão	07/25	1701	30	31/F/B/X/T	Asfalto						Cadastrado	16/04/2025	PA2015-0908	https://pergamum.anac.gov.br/arquivos/PA2015-0908.pdf
SBCY	MT0001	Marechal Rondon	VÁRZEA GRANDE	Mato Grosso	Cuiabá	Mato Grosso	-15.650000000	-56.117500000	15°39'00.0S"	15.000000000	0.650000000	0.000000000	056°07'03.0W"	56.000000000	0.116666667	0.000833333	188	VFR / IFR - CAT I	VFR / IFR - CAT I	17/35	2300	45	46/F/B/X/U	Asfalto						Cadastrado	23/08/2028	PA2018-2575	https://pergamum.anac.gov.br/arquivos/PA2018-2575.pdf
SBSI	MT0002	Presidente João Batista Figueiredo	SINOP	Mato Grosso	Sinop	Mato Grosso	-11.885000000	-55.586111111	11°53'06.0S"	11.000000000	0.883333333	0.001666667	055°35'10.0W"	55.000000000	0.583333333	0.002777778	374			03/21	1630	30	36/F/A/X/T	Asfalto						Cadastrado	06/04/2026	PA2018-2965	https://pergamum.anac.gov.br/arquivos/PA2018-2965.pdf
SBMA	PA0004	João Corrêa da Rocha	MARABÁ	Pará	Marabá	Pará	-5.368055556	-49.138055556	05°22'05.0S"	5.000000000	0.366666667	0.001388889	049°08'17.0W"	49.000000000	0.133333333	0.004722222	109	VFR / IFR Não Precisão	VFR / IFR Não Precisão	07/25	2000	45	40/F/C/X/U	Asfalto						Cadastrado	17/04/2028	PA2018-1179	https://pergamum.anac.gov.br/arquivos/PA2018-1179.pdf
SBLO	PR0003	Governador José Richa	LONDRINA	Paraná	Londrina	Paraná	-23.330277778	-51.136666667	23°19'49.0S"	23.000000000	0.316666667	0.013611111	051°08'12.0W"	51.000000000	0.133333333	0.003333333	569	VFR / IFR Não Precisão	VFR / IFR Não Precisão	13/31	2100	45	43/F/B/X/T	Asfalto						Cadastrado	25/05/2028	PA2018-1601	https://pergamum.anac.gov.br/arquivos/PA2018-1601.pdf
SSFB	PR0021	Paulo Abdala	FRANCISCO BELTRÃO	Paraná	Francisco Beltrão	Paraná	-26.058888889	-53.063333333	26°03'32.0S"	26.000000000	0.050000000	0.008888889	053°03'48.0W"	53.000000000	0.050000000	0.013333333	640	VFR	VFR	07/25	1340	30	11/F/C/Y/U	Asfalto						Cadastrado	02/08/2028	PA2018-2357	https://pergamum.anac.gov.br/arquivos/PA2018-2357.pdf
SBRJ	RJ0002	Santos Dumont	RIO DE JANEIRO	Rio de Janeiro	Rio de Janeiro	Rio de Janeiro	-22.910000000	-43.162500000	22°54'36.0S"	22.000000000	0.900000000	0.010000000	043°09'45.0W"	43.000000000	0.150000000	0.012500000	3	VFR / IFR Não Precisão	VFR / IFR Não Precisão	02L/20R	1260	30	39/F/B/X/T	Asfalto	02R/20L	1323	42	65/F/B/X/T	Asfalto	Cadastrado	11/07/2024	PA2014-1562	https://pergamum.anac.gov.br/arquivos/PA2014-1562.pdf
SBCB	RJ0003	Cabo Frio	CABO FRIO	Rio de Janeiro	Cabo Frio	Rio de Janeiro	-22.920833333	-42.071388889	22°55'15.0S"	22.000000000	0.916666667	0.004166667	042°04'17.0W"	42.000000000	0.066666667	0.004722222	7	VFR / IFR Não Precisão	VFR / IFR Não Precisão	10/28	2550	45	76/F/C/X/T	Asfalto						Cadastrado	17/07/2029	PA2019-2127	https://pergamum.anac.gov.br/arquivos/PA2019-2127.pdf
SBJA	SC0005	Regional Sul	JAGUARUNA	Santa Catarina	Jaguaruna	Santa Catarina	-28.675277778	-49.060277778	28°40'31.0S"	28.000000000	0.666666667	0.008611111	049°03'37.0W"	49.000000000	0.050000000	0.010277778	35	VFR / IFR Não Precisão	VFR / IFR Não Precisão	05/23	2499	30	57/F/A/X/T	Asfalto						Cadastrado	04/02/2025	PA2015-0252	https://pergamum.anac.gov.br/arquivos/PA2015-0252.pdf
SBSR	SP0006	Professor Eriberto Manoel Reino	SÃO JOSÉ DO RIO PRETO	São Paulo	São José do Rio Preto	São Paulo	-20.816111111	-49.404722222	20°48'58.0S"	20.000000000	0.800000000	0.016111111	049°24'17.0W"	49.000000000	0.400000000	0.004722222	544	VFR / IFR Não Precisão	VFR / IFR Não Precisão	07/25	1640	35	35/F/B/X/T	Asfalto						Cadastrado	20/04/2028	PA2018-1262	https://pergamum.anac.gov.br/arquivos/PA2018-1262.pdf
SBSJ	SP0008	Professor Urbano Erenesto Stumpf	SÃO JOSÉ DOS CAMPOS	São Paulo	São José dos Campos	São Paulo	-23.228888889	-45.871111111	23°13'44.0S"	23.000000000	0.216666667	0.012222222	045°52'16.0W"	45.000000000	0.866666667	0.004444444	647	VFR / IFR - CAT I	VFR / IFR - CAT I	16/34	2676	45	71/F/A/X/T	Asfalto						Cadastrado	24/10/2028	PA2018-3263	https://pergamum.anac.gov.br/arquivos/PA2018-3263.pdf
SDOU	SP0023	Jornalista Benedito Pimentel	OURINHOS	São Paulo	Ourinhos	São Paulo	-22.973611111	-49.911388889	22°58'25.0S"	22.000000000	0.966666667	0.006944444	049°54'41.0W"	49.000000000	0.900000000	0.011388889	462	VFR	VFR	16/34	1500	30	15/F/B/X/T	Asfalto						Cadastrado	08/04/2030	PA2020-0978	https://pergamum.anac.gov.br/arquivos/PA2020-0978.pdf
SBBP	SP0036	Estadual Arthur Siqueira	BRAGANÇA PAULISTA	São Paulo	Bragança Paulista	São Paulo	-22.979166667	-46.537500000	22°58'45.0S"	22.000000000	0.966666667	0.012500000	046°32'15.0W"	46.000000000	0.533333333	0.004166667	893	VFR	VFR	16/34	1200	30	16/F/B/X/T	Asfalto						Cadastrado	17/12/2028	PA2018-3805	https://pergamum.anac.gov.br/arquivos/PA2018-3805.pdf
SDAI	SP0047	Americana	AMERICANA	São Paulo	Americana	São Paulo	-22.755277778	-47.268055556	22°45'19.0S"	22.000000000	0.750000000	0.005277778	047°16'05.0W"	47.000000000	0.266666667	0.001388889	611	VFR	VFR	12/30	1100	18	9/F/B/X/T	Asfalto						Cadastrado	16/01/2027	PA2017-0097	https://pergamum.anac.gov.br/arquivos/PA2017-0097.pdf
SDPE	TO0003	Porto Nacional	PORTO NACIONAL	Tocantins	Porto Nacional	Tocantins	-10.716944444	-48.400277778	10°43'01.0S"	10.000000000	0.716666667	0.000277778	048°24'01.0W"	48.000000000	0.400000000	0.000277778	265	VFR	Sem Operação	05/23	1700	30	27/F/B/X/T	Asfalto						Cadastrado	20/02/2029	PA2019-0535	https://pergamum.anac.gov.br/arquivos/PA2019-0535.pdf
SNPY	MG0013	São Sebastião do Paraíso	SÃO SEBASTIÃO DO PARAÍSO	Minas Gerais	São Sebastião do Paraíso	Minas Gerais	-20.948333333	-46.983055556	20°56'54.0S"	20.000000000	0.933333333	0.015000000	046°58'59.0W"	46.000000000	0.966666667	0.016388889	950	VFR	VFR	05/23	1600	30	8/F/C/Y/U	Asfalto						Cadastrado	26/12/2029	PA2019-3901	https://pergamum.anac.gov.br/arquivos/PA2019-3901.pdf
SNOB	CE0013	Aeródromo Público de Sobral	SOBRAL	Ceará	Sobral	Ceará	-3.678888889	-40.336666667	03°40'44.0S"	3.000000000	0.666666667	0.012222222	040°20'12.0W"	40.000000000	0.333333333	0.003333333	64	VFR	VFR	10/28	1033	30	8/F/C/Y/U	Asfalto						Cadastrado	13/04/2030	PA2020-0984	https://pergamum.anac.gov.br/arquivos/PA2020-0984.pdf
SSZR	RS0027	Luis Alberto Lehr	SANTA ROSA	Rio Grande do Sul	Santa Rosa	Rio Grande do Sul	-27.908888889	-54.522222222	27°54'32.0S"	27.000000000	0.900000000	0.008888889	054°31'20.0W"	54.000000000	0.516666667	0.005555556	309	VFR	VFR	07/25	1200	30	8/F/A/Y/T	Asfalto						Cadastrado	07/05/2030	PA2020-1191	https://pergamum.anac.gov.br/arquivos/PA2020-1191.pdf
SBJF	MG0016	Francisco de Assis	JUIZ DE FORA	Minas Gerais	Juiz de Fora	Minas Gerais	-21.793055556	-43.385555556	21°47'35.0S"	21.000000000	0.783333333	0.009722222	043°23'08.0W"	43.000000000	0.383333333	0.002222222	911	VFR / IFR Não Precisão	VFR / IFR Não Precisão	03/21	1535	30	32/F/A/Y/T	Asfalto						Cadastrado	31/07/2030	PA2020-1921	https://pergamum.anac.gov.br/arquivos/PA2020-1921.pdf
SNVB	BA0008	Valença	VALENÇA	Bahia	Valença	Bahia	-13.296388889	-38.992500000	13°17'47.0S"	13.000000000	0.283333333	0.013055556	038°59'33.0W"	38.000000000	0.983333333	0.009166667	5	VFR	VFR	04/22	1800	30	55/F/B/X/T	Asfalto						Cadastrado	22/11/2025	PA2015-3090	https://pergamum.anac.gov.br/arquivos/PA2015-3090.pdf
SNPD	MG0010	Patos de Minas	PATOS DE MINAS	Minas Gerais	Patos de Minas	Minas Gerais	-18.672222222	-46.491388889	18°40'20.0S"	18.000000000	0.666666667	0.005555556	046°29'29.0W"	46.000000000	0.483333333	0.008055556	851	VFR	VFR	09/27	1700	30	39/F/A/Y/T	Asfalto						Cadastrado	15/03/2026	PA2016-0576	https://pergamum.anac.gov.br/arquivos/PA2016-0576.pdf
SSOL	MG0027	Lavras	LAVRAS	Minas Gerais	Lavras	Minas Gerais	-21.243888889	-44.969444444	21°14'38.0S"	21.000000000	0.233333333	0.010555556	044°58'10.0W"	44.000000000	0.966666667	0.002777778	959	VFR	VFR	05/23	1500	30	12/F/C/Y/T	Asfalto						Cadastrado	23/11/2021	PA2011-2243	https://pergamum.anac.gov.br/arquivos/PA2011-2243.pdf
