Código OACI;CIAD;Nome;Município;UF;Município Servido;UF Servido;Latitude;Longitude;LatitudeRaiz;LongitudeRaiz;Altitude;Operação Diurna;Operação Noturna;Designação 1;Comprimento 1;Largura 1;Resistência 1;Superfície 1;Designação 2;Comprimento 2;Largura 2;Resistência 2;Superfície 2;Situação;Validade do Registro;Portaria de Registro;Link Portaria
SSHZ;RS0037;Walter Bündchen;HORIZONTINA;Rio Grande do Sul;Horizontina;Rio Grande do Sul;-27638333333;-54338888889;"27°38'18.0S""";"054°20'20.0W""";310;VFR;;16/34;1050;18;6/F/C/Y/U;Asfalto;;;;;;Cadastrado;15/05/2029;PA2019-1419;https://pergamum.anac.gov.br/arquivos/PA2019-1419.pdf
SDMO;SP0068;Monte Alto;MONTE ALTO;São Paulo;Monte Alto;São Paulo;-21261388889;-48529722222;"21°15'41.0S""";"048°31'47.0W""";750;VFR;Sem Operação;17/35;850;20;5600 Kg / 0.50 MPa;Terra;;;;;;Cadastrado;;PD1995-0027;https://pergamum.anac.gov.br/arquivos/PD1995-0027.pdf
SIBZ;PB0010;Itaporanga;ITAPORANGA;Paraíba;Itaporanga;Paraíba;-7311111111;-38113611111;"07°18'40.0S""";"038°06'49.0W""";292;VFR;;14/32;1000;24;8/F/B/Y/U;Asfalto;;;;;;Cadastrado;12/01/2028;PA2018-0027;https://pergamum.anac.gov.br/arquivos/PA2018-0027.pdf
SWBC;AM0017;Barcelos;BARCELOS;Amazonas;Barcelos;Amazonas;-980833333;-62918888889;"00°58'51.0S""";"062°55'08.0W""";34;VFR;Sem Operação;09/27;1200;30;6/F/B/Y/U;Asfalto;;;;;;Cadastrado;;PD1982-0039;https://pergamum.anac.gov.br/arquivos/PD1982-0039.pdf
SBVH;RO0003;Vilhena;VILHENA;Rondônia;Vilhena;Rondônia;-12694166667;-60097222222;"12°41'39.0S""";"060°05'50.0W""";615;VFR / IFR Não Precisão;VFR / IFR Não Precisão;03/21;2600;30;30/F/A/X/T;Asfalto;;;;;;Cadastrado;06/04/2025;PA2015-0819;https://pergamum.anac.gov.br/arquivos/PA2015-0819.pdf
SNIG;CE0007;Iguatu;IGUATU;Ceará;Iguatu;Ceará;-6347777778;-39298611111;"06°20'52.0S""";"039°17'55.0W""";213;VFR;Sem Operação;16/34;1410;30;16/F/C/Y/U;Asfalto;;;;;;Cadastrado;;PD2000-1945;https://pergamum.anac.gov.br/arquivos/PD2000-1945.pdf
SWWU;GO0013;Uruaçu;URUAÇU;Goiás;Uruaçu;Goiás;-14544722222;-49091111111;"14°32'41.0S""";"049°05'28.0W""";520;VFR;Sem Operação;18/36;1440;30;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;19/05/2030;PA2020-1295;https://pergamum.anac.gov.br/arquivos/PA2020-1295.pdf
SNUN;MG0055;Unaí;UNAÍ;Minas Gerais;Unaí;Minas Gerais;-16353888889;-46926944444;"16°21'14.0S""";"046°55'37.0W""";609;VFR;Sem Operação;17/35;1100;30;10/F/C/X/U;Asfalto;;;;;;Interditado;;;
SWEK;MT0024;Canarana;CANARANA;Mato Grosso;Canarana;Mato Grosso;-13577500000;-52268055556;"13°34'39.0S""";"052°16'05.0W""";398;VFR;Sem Operação;18/36;685;18;5700 Kg / 0.50 MPa;Terra;;;;;;Cadastrado;19/04/2030;PA2020-1083;https://pergamum.anac.gov.br/arquivos/PA2020-1083.pdf
SNBZ;BA0042;Paramirim;PARAMIRIM;Bahia;Paramirim;Bahia;-13490555556;-42229166667;"13°29'26.0S""";"042°13'45.0W""";639;VFR;;18/36;1179;25;5700 Kg / 0.50 MPa;Cascalho;;;;;;Interditado;23/06/2030;PA2020-1558;https://pergamum.anac.gov.br/arquivos/PA2020-1558.pdf
SILC;MT0025;Aeroporto Municipal Bom Futuro;LUCAS DO RIO VERDE;Mato Grosso;Lucas do Rio Verde;Mato Grosso;-13037777778;-55950277778;"13°02'16.0S""";"055°57'01.0W""";414;VFR;VFR;08/26;1730;30;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;14/11/2029;PA2019-3497;https://pergamum.anac.gov.br/arquivos/PA2019-3497.pdf
SSSS;SC0022;São Francisco do Sul;SÃO FRANCISCO DO SUL;Santa Catarina;São Francisco do Sul;Santa Catarina;-26221111111;-48564444444;"26°13'16.0S""";"048°33'52.0W""";15;VFR;Sem Operação;18/36;700;35;2500 Kg / 0.50 MPa;Grama;;;;;;Cadastrado;20/05/2030;PA2020-1290;https://pergamum.anac.gov.br/arquivos/PA2020-1290.pdf
SNTM;MG0068;Turmalina;TURMALINA;Minas Gerais;Turmalina;Minas Gerais;-17233888889;-42733888889;"17°14'02.0S""";"042°44'02.0W""";882;VFR;Sem Operação;01/19;1000;30;2500 Kg / 0.50 MPa;Terra;;;;;;Interditado;;;
SWJN;MT0007;Juína;JUÍNA;Mato Grosso;Juína;Mato Grosso;-11419444444;-58701666667;"11°25'10.0S""";"058°42'06.0W""";330;VFR;Sem Operação;17/35;1550;30;5500 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;23/09/2020;PA2020-2414;https://pergamum.anac.gov.br/arquivos/PA2020-2414.pdf
SSIE;MS0002;Teruel Ipanema Estância;CAMPO GRANDE;Mato Grosso do Sul;Campo Grande;Mato Grosso do Sul;-20603888889;-54595277778;"20°36'14.0S""";"054°35'43.0W""";528;VFR;Sem Operação;06/24;1500;30;5700 Kg / 0.50 MPa;Cascalho;;;;;;Cadastrado;23/04/2030;PA2020-1075;https://pergamum.anac.gov.br/arquivos/PA2020-1075.pdf
SSGW;PR0037;Manoel Ribas;GOIOERÊ;Paraná;Goioerê;Paraná;-24219722222;-53043888889;"24°13'11.0S""";"053°02'38.0W""";491;VFR;Sem Operação;05/23;799;18;8/F/B/Y/U;Asfalto;;;;;;Cadastrado;05/10/2026;PA2019-1478;https://pergamum.anac.gov.br/arquivos/PA2019-1478.pdf
SNKN;RN0004;Currais Novos;CURRAIS NOVOS;Rio Grande do Norte;Currais Novos;Rio Grande do Norte;-6280833333;-36540277778;"06°16'51.0S""";"036°32'25.0W""";367;VFR;Sem Operação;10/28;1040;30;6/F/B/Y/U;Piçarra;;;;;;Cadastrado;13/04/2020;PA2020-0981;https://pergamum.anac.gov.br/arquivos/PA2020-0981.pdf
SIBY;PB0009;Monteiro;MONTEIRO;Paraíba;Monteiro;Paraíba;-7878333333;-37136666667;"07°52'42.0S""";"037°08'12.0W""";619;VFR;Sem Operação;14/32;1000;28;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;30/07/2028;PA2018-2329;https://pergamum.anac.gov.br/arquivos/PA2018-2329.pdf
SSXD;RS0026;Tobias Bacci;SARANDI;Rio Grande do Sul;Sarandi;Rio Grande do Sul;-27980555556;-52864444444;"27°58'50.0S""";"052°51'52.0W""";632;VFR;Sem Operação;15/33;1050;25;8/F/C/Y/U;Terra;;;;;;Cadastrado;21/09/2030;PA2020-2413;https://pergamum.anac.gov.br/arquivos/PA2020-2413.pdf
SNRD;BA0048;Prado;PRADO;Bahia;Prado;Bahia;-17296944444;-39271944444;"17°17'49.0S""";"039°16'19.0W""";27;VFR;;11/29;1081;30;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/04/2028;PA2018-1208;https://pergamum.anac.gov.br/arquivos/PA2018-1208.pdf
SWUZ;GO0025;Brigadeiro Araripe Macedo;LUZIÂNIA;Goiás;Luziânia;Goiás;-16261666667;-47968611111;"16°15'42.0S""";"047°58'07.0W""";996;VFR;Sem Operação;11/29;1200;20;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;05/02/2028;PA2018-0339;https://pergamum.anac.gov.br/arquivos/PA2018-0339.pdf
SSPN;MS0010;Paranaíba;PARANAÍBA;Mato Grosso do Sul;Paranaíba;Mato Grosso do Sul;-19651111111;-51199444444;"19°39'04.0S""";"051°11'58.0W""";442;VFR;;14/32;1320;23;12/F/A/Y/T;Asfalto;;;;;;Cadastrado;26/10/2025;PA2015-2850;https://pergamum.anac.gov.br/arquivos/PA2015-2850.pdf
SNYA;PA0024;Aeródromo Público de Almeirim;ALMEIRIM;Pará;Almeirim;Pará;-1479166667;-52578055556;"01°28'45.0S""";"052°34'41.0W""";178;VFR;;06/24;1200;30;7/F/B/Y/U;Piçarra;;;;;;Cadastrado;06/03/2025;PA2015-0560;https://pergamum.anac.gov.br/arquivos/PA2015-0560.pdf
SNJO;PB0002;Aeroclube de João Pessoa;JOÃO PESSOA;Paraíba;João Pessoa;Paraíba;-7091666667;-34841944444;"07°05'30.0S""";"034°50'31.0W""";6;VFR;Sem Operação;15/33;782;18;5000 Kg / 0.50 MPa;Cascalho;;;;;;Interditado;20/04/2028;PA2018-1234;https://pergamum.anac.gov.br/arquivos/PA2018-1234.pdf
SJGU;TO0005;Araguatins;ARAGUATINS;Tocantins;Araguatins;Tocantins;-5684444444;-48115555556;"05°41'04.0S""";"048°06'56.0W""";125;VFR;VFR;12/30;1500;30;8/F/B/Y/T;Cascalho;;;;;;Interditado;;PD2004-0056;https://pergamum.anac.gov.br/arquivos/PD2004-0056.pdf
SNAP;MG0021;Janaúba;JANAÚBA;Minas Gerais;Janaúba;Minas Gerais;-15731944444;-43323055556;"15°43'55.0S""";"043°19'23.0W""";532;VFR;Sem Operação;10/28;1500;30;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;26/10/2030;PA2020-2974;https://pergamum.anac.gov.br/arquivos/PA2020-2974.pdf
SNSW;PA0025;Soure;SOURE;Pará;Soure;Pará;-697777778;-48519444444;"00°41'52.0S""";"048°31'10.0W""";13;VFR;;06/24;1100;30;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;13/10/2025;PA2015-2707;https://pergamum.anac.gov.br/arquivos/PA2015-2707.pdf
SBTB;PA0012;Trombetas;ORIXIMINÁ;Pará;Oriximiná;Pará;-1484444444;-56399166667;"01°29'04.0S""";"056°23'57.0W""";87;VFR / IFR Não Precisão;VFR / IFR Não Precisão;09/27;1600;30;26/F/A/X/T;Asfalto;;;;;;Cadastrado;;PD1989-0029;https://pergamum.anac.gov.br/arquivos/PD1989-0029.pdf
SSOS;RS0042;Osório;OSÓRIO;Rio Grande do Sul;Osório;Rio Grande do Sul;-29902222222;-50249166667;"29°54'08.0S""";"050°14'57.0W""";17;VFR;Sem Operação;11/29;950;25;5700 Kg / 0.50 MPa;Saibro;;;;;;Cadastrado;07/05/2030;PA2020-1195;https://pergamum.anac.gov.br/arquivos/PA2020-1195.pdf
SSCV;BA0012;Caravelas;CARAVELAS;Bahia;Caravelas;Bahia;-17650555556;-39254444444;"17°39'02.0S""";"039°15'16.0W""";11;VFR;Sem Operação;18/36;1150;45;32/F/C/X/U;Asfalto;06/24;1530;45;32/F/C/X/U;Asfalto;Cadastrado;08/01/2026;PA2019-0507;https://pergamum.anac.gov.br/arquivos/PA2019-0507.pdf
SSAK;RS0048;Carlos Ruhl;CRUZ ALTA;Rio Grande do Sul;Cruz Alta;Rio Grande do Sul;-28658611111;-53611388889;"28°39'31.0S""";"053°36'41.0W""";481;VFR;Sem Operação;08/26;800;42;2500 Kg / 0.50 MPa;Grama;17/35;650;46;2500 Kg / 0.50 MPa;Grama;Cadastrado;28/10/2030;PA2020-2975;https://pergamum.anac.gov.br/arquivos/PA2020-2975.pdf
SJQN;GO0006;Quirinópolis;QUIRINÓPOLIS;Goiás;Quirinópolis;Goiás;-18446111111;-50409166667;"18°26'46.0S""";"050°24'33.0W""";586;VFR;Sem Operação;13/31;1500;30;10/F/C/Y/T;Asfalto;;;;;;Cadastrado;03/12/2030;PA2020-3471;https://pergamum.anac.gov.br/arquivos/PA2020-3471.pdf
SWPY;MT0023;Primavera do Leste;PRIMAVERA DO LESTE;Mato Grosso;Primavera do Leste;Mato Grosso;-15565555556;-54337777778;"15°33'56.0S""";"054°20'16.0W""";655;VFR;Sem Operação;01/19;1100;23;5000 Kg / 0.50 MPa;Terra;;;;;;Cadastrado;;PD1993-0545;https://pergamum.anac.gov.br/arquivos/PD1993-0545.pdf
SWNR;MT0019;Nortelândia;NORTELÂNDIA;Mato Grosso;Nortelândia;Mato Grosso;-14483611111;-56767222222;"14°29'01.0S""";"056°46'02.0W""";445;VFR;Sem Operação;15/33;1200;20;8/F/C/Y/U;Terra;;;;;;Cadastrado;;;
SNIO;BA0010;Cipó;CIPÓ;Bahia;Cipó;Bahia;-11125277778;-38486944444;"11°07'31.0S""";"038°29'13.0W""";223;VFR;;13/31;1620;27;4/F/B/Y/U;Asfalto;;;;;;Cadastrado;05/08/2025;PA2015-2097;https://pergamum.anac.gov.br/arquivos/PA2015-2097.pdf
SNFX;PA0013;São Félix do Xingu;SÃO FÉLIX DO XINGU;Pará;São Félix do Xingu;Pará;-6640277778;-51990000000;"06°38'25.0S""";"051°59'24.0W""";200;VFR;Sem Operação;13/31;1600;33;45/F/C/X/U;Asfalto;;;;;;Cadastrado;;PD1978-0043;https://pergamum.anac.gov.br/arquivos/PD1978-0043.pdf
SBMY;AM0015;Manicoré;MANICORÉ;Amazonas;Manicoré;Amazonas;-5816944444;-61283888889;"05°49'01.0S""";"061°17'02.0W""";53;VFR;;05/23;1265;30;12/F/C/Y/U;Asfalto;;;;;;Cadastrado;09/09/2021;PA2011-1706;https://pergamum.anac.gov.br/arquivos/PA2011-1706.pdf
SSWS;RS0025;Caçapava do Sul;CAÇAPAVA DO SUL;Rio Grande do Sul;Caçapava do Sul;Rio Grande do Sul;-30549444444;-53459166667;"30°32'58.0S""";"053°27'33.0W""";400;VFR;Sem Operação;17/35;820;100;8/F/C/Y/U;Terra;08/26;1200;60;8/F/C/Y/U;Terra;Interditado;;;
SSBN;RS0002;Belém Novo;PORTO ALEGRE;Rio Grande do Sul;Porto Alegre;Rio Grande do Sul;-30189166667;-51182500000;"30°11'21.0S""";"051°10'57.0W""";5;VFR;Sem Operação;09/27;1103;23;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;07/01/2029;PA2019-2615;https://pergamum.anac.gov.br/arquivos/PA2019-2615.pdf
SNJQ;MG0053;Jequitinhonha;JEQUITINHONHA;Minas Gerais;Jequitinhonha;Minas Gerais;-16472222222;-41025000000;"16°28'20.0S""";"041°01'30.0W""";260;VFR;Sem Operação;10/28;1130;23;6/F/C/Z/U;Asfalto;;;;;;Cadastrado;;PD1984-0038;https://pergamum.anac.gov.br/arquivos/PD1984-0038.pdf
SBCI;MA0003;Brigadeiro Lysias Augusto Rodrigues;CAROLINA;Maranhão;Carolina;Maranhão;-7320555556;-47458611111;"07°19'14.0S""";"047°27'31.0W""";172;;;11/29;1800;45;18/F/C/Y/U;Asfalto;;;;;;Cadastrado;;PA2006-0233;https://pergamum.anac.gov.br/arquivos/PA2006-0233.pdf
SWLB;AM0024;Lábrea;LÁBREA;Amazonas;Lábrea;Amazonas;-7250277778;-64783888889;"07°15'01.0S""";"064°47'02.0W""";58;VFR;Sem Operação;18/36;1000;40;7/F/C/Y/U;Asfalto;;;;;;Cadastrado;;PD1970-0118;https://pergamum.anac.gov.br/arquivos/PD1970-0118.pdf
SNDC;PA0030;Redenção;REDENÇÃO;Pará;Redenção;Pará;-8031111111;-49979722222;"08°01'52.0S""";"049°58'47.0W""";207;VFR;Sem Operação;06/24;1350;30;7/F/C/Y/T;Asfalto;;;;;;Cadastrado;06/03/2025;PA2015-0561;https://pergamum.anac.gov.br/arquivos/PA2015-0561.pdf
SBAA;PA0008;Conceição do Araguaia;CONCEIÇÃO DO ARAGUAIA;Pará;Conceição do Araguaia;Pará;-8348611111;-49303055556;"08°20'55.0S""";"049°18'11.0W""";199;;;08/26;1800;30;47/F/C/X/U;Asfalto;;;;;;Cadastrado;;PD1981-0172;https://pergamum.anac.gov.br/arquivos/PD1981-0172.pdf
SNPA;MG0052;Pará de Minas;PARÁ DE MINAS;Minas Gerais;Pará de Minas;Minas Gerais;-19842500000;-44600833333;"19°50'33.0S""";"044°36'03.0W""";839;VFR;;12/30;1140;23;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;13/06/2028;PA2018-1756;https://pergamum.anac.gov.br/arquivos/PA2018-1756.pdf
SBAR;SE0001;Santa Maria;ARACAJU;Sergipe;Aracaju;Sergipe;-10985277778;-37073333333;"10°59'07.0S""";"037°04'24.0W""";7;VFR / IFR Não Precisão;VFR / IFR Não Precisão;12/30;2200;45;48/F/B/X/T;Asfalto;;;;;;Cadastrado;23/12/2030;PA2020-3773;https://pergamum.anac.gov.br/arquivos/PA2020-3773.pdf
SSAQ;RS0036;Aeroclube de Passo Fundo;PASSO FUNDO;Rio Grande do Sul;Passo Fundo;Rio Grande do Sul;-28250555556;-52516666667;"28°15'02.0S""";"052°31'00.0W""";600;VFR;Sem Operação;15/33;1080;35;5700 Kg / 0.50 MPa;Grama;17/35;940;18;5700 Kg / 0.50 MPa;Grama;Cadastrado;16/02/2028;PA2018-0468;https://pergamum.anac.gov.br/arquivos/PA2018-0468.pdf
SWFN;AM0002;Flores;MANAUS;Amazonas;Manaus;Amazonas;-3072777778;-60021111111;"03°04'22.0S""";"060°01'16.0W""";62;VFR;;11/29;830;30;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;10/05/2027;PA2017-1581;https://pergamum.anac.gov.br/arquivos/PA2017-1581.pdf
SNMN;MG0075;Minas Novas;MINAS NOVAS;Minas Gerais;Minas Novas;Minas Gerais;-17233888889;-42583888889;"17°14'02.0S""";"042°35'02.0W""";750;VFR;Sem Operação;15/33;800;20;2500 Kg / 0.50 MPa;Asfalto;;;;;;Interditado;;;
SSJA;SC0014;Santa Terezinha;JOAÇABA;Santa Catarina;Joaçaba;Santa Catarina;-27172777778;-51551666667;"27°10'22.0S""";"051°33'06.0W""";776;VFR;VFR;15/33;1260;18;10/F/C/Y/U;Asfalto;;;;;;Cadastrado;13/08/2028;PA2018-2444;https://pergamum.anac.gov.br/arquivos/PA2018-2444.pdf
SWCB;GO0023;Campos Belos;CAMPOS BELOS;Goiás;Campos Belos;Goiás;-13006944444;-46710833333;"13°00'25.0S""";"046°42'39.0W""";690;VFR;Sem Operação;18/36;1200;20;2500 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;03/12/2030;PA2020-3558;https://pergamum.anac.gov.br/arquivos/PA2020-3558.pdf
SWNH;GO0017;Aruanã;ARUANÃ;Goiás;Aruanã;Goiás;-14933055556;-51048333333;"14°55'59.0S""";"051°02'54.0W""";250;VFR;;06/24;1300;23;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;23/04/2030;PA2020-1082;https://pergamum.anac.gov.br/arquivos/PA2020-1082.pdf
SNOF;MG0057;Ouro Fino;OURO FINO;Minas Gerais;Ouro Fino;Minas Gerais;-22297500000;-46393333333;"22°17'51.0S""";"046°23'36.0W""";859;VFR;Sem Operação;06/24;1080;50;2500 Kg / 0.50 MPa;Grama;;;;;;Cadastrado;;;
SNMZ;PA0020;Porto de Moz;PORTO DE MOZ;Pará;Porto de Moz;Pará;-1741388889;-52235833333;"01°44'29.0S""";"052°14'09.0W""";16;VFR;;05/23;1270;28;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;09/08/2027;PA2017-2640;https://pergamum.anac.gov.br/arquivos/PA2017-2640.pdf
SDXJ;MS0017;Costa Rica;COSTA RICA;Mato Grosso do Sul;Costa Rica;Mato Grosso do Sul;-18491388889;-53168333333;"18°29'29.0S""";"053°10'06.0W""";738;VFR;;09/27;1160;23;10/F/B/Y/T;Asfalto;;;;;;Cadastrado;18/08/2025;PA2015-2207;https://pergamum.anac.gov.br/arquivos/PA2015-2207.pdf
SNCS;CE0009;Campos Sales;CAMPOS SALES;Ceará;Campos Sales;Ceará;-7049444444;-40364166667;"07°02'58.0S""";"040°21'51.0W""";610;VFR;Sem Operação;11/29;1200;30;17/F/A/X/T;Asfalto;;;;;;Cadastrado;;PD2004-0367;https://pergamum.anac.gov.br/arquivos/PD2004-0367.pdf
SNED;BA0023;Sócrates Rezende;CANAVIEIRAS;Bahia;Canavieiras;Bahia;-15666388889;-38955277778;"15°39'59.0S""";"038°57'19.0W""";6;VFR;;14/32;1340;30;5700 Kg / 0.50 MPa;Asfalto;;;;;;Interditado;26/04/2027;PA2017-1349;https://pergamum.anac.gov.br/arquivos/PA2017-1349.pdf
SNXQ;BA0018;Xique-Xique;XIQUE-XIQUE;Bahia;Xique-Xique;Bahia;-10834166667;-42683333333;"10°50'03.0S""";"042°41'00.0W""";427;VFR;;13/31;1420;20;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/09/2024;PA2014-2207;https://pergamum.anac.gov.br/arquivos/PA2014-2207.pdf
SWCQ;RO0007;Costa Marques;COSTA MARQUES;Rondônia;Costa Marques;Rondônia;-12421666667;-64251666667;"12°25'18.0S""";"064°15'06.0W""";169;VFR;Sem Operação;01/19;1495;20;8/F/B/Y/T;Asfalto;;;;;;Interditado;;PD1985-0317;https://pergamum.anac.gov.br/arquivos/PD1985-0317.pdf
SSPL;RS0043;Palmeira das Missões;PALMEIRA DAS MISSÕES;Rio Grande do Sul;Palmeira das Missões;Rio Grande do Sul;-27901666667;-53328888889;"27°54'06.0S""";"053°19'44.0W""";635;VFR;Sem Operação;05/23;1000;18;4/F/A/Y/U;Asfalto;;;;;;Cadastrado;;PD1958-0185;https://pergamum.anac.gov.br/arquivos/PD1958-0185.pdf
SNOC;BA0059;Morro do Chapéu;MORRO DO CHAPÉU;Bahia;Morro do Chapéu;Bahia;-11534444444;-41179722222;"11°32'04.0S""";"041°10'47.0W""";1100;VFR;Sem Operação;15/33;1000;25;7/F/C/Y/U;Cascalho;;;;;;Cadastrado;;PD1966-0130;https://pergamum.anac.gov.br/arquivos/PD1966-0130.pdf
SDUB;SP0065;Estadual Gastão Madeira;UBATUBA;São Paulo;Ubatuba;São Paulo;-23441388889;-45076111111;"23°26'29.0S""";"045°04'34.0W""";3;VFR;Sem Operação;09/27;940;30;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/04/2030;PA2020-1019;https://pergamum.anac.gov.br/arquivos/PA2020-1019.pdf
SWNQ;GO0016;Niquelândia;NIQUELÂNDIA;Goiás;Niquelândia;Goiás;-14436388889;-48491944444;"14°26'11.0S""";"048°29'31.0W""";840;VFR;Sem Operação;02/20;1479;18;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;05/01/2031;PA2020-3888;https://pergamum.anac.gov.br/arquivos/PA2020-3888.pdf
SDIV;SP0056;Ituverava;ITUVERAVA;São Paulo;Ituverava;São Paulo;-20375277778;-47768611111;"20°22'31.0S""";"047°46'07.0W""";623;VFR;Sem Operação;17/35;1350;23;5200 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;09/04/2030;PA2020-0970;https://pergamum.anac.gov.br/arquivos/PA2020-0970.pdf
SNAR;MG0033;Cirilo Queiróz;ALMENARA;Minas Gerais;Almenara;Minas Gerais;-16183888889;-40667222222;"16°11'02.0S""";"040°40'02.0W""";195;VFR;VFR;07/25;1400;30;8/F/B/Y/U;Asfalto;;;;;;Cadastrado;;PD2005-0707;https://pergamum.anac.gov.br/arquivos/PD2005-0707.pdf
SBMD;PA0009;Monte Dourado;ALMEIRIM;Pará;Almeirim;Pará;-889722222;-52602222222;"00°53'23.0S""";"052°36'08.0W""";206;VFR / IFR Não Precisão;VFR / IFR Não Precisão;08/26;1800;30;25/F/A/X/T;Asfalto;;;;;;Cadastrado;31/07/2030;PA2020-1922;https://pergamum.anac.gov.br/arquivos/PA2020-1922.pdf
SNRP;MG0066;Rio Paranaíba;RIO PARANAÍBA;Minas Gerais;Rio Paranaíba;Minas Gerais;-19212500000;-46240555556;"19°12'45.0S""";"046°14'26.0W""";1145;VFR;Sem Operação;16/34;1000;22;4000 Kg / 0.50 MPa;Terra;;;;;;Cadastrado;13/04/2030;PA2020-0982;https://pergamum.anac.gov.br/arquivos/PA2020-0982.pdf
SDLY;SP0071;Armando Natali;MATÃO;São Paulo;Matão;São Paulo;-21623055556;-48352500000;"21°37'23.0S""";"048°21'09.0W""";635;VFR;Sem Operação;16/34;750;23;8/F/C/Y/U;Terra;;;;;;Cadastrado;;PD1993-0470;https://pergamum.anac.gov.br/arquivos/PD1993-0470.pdf
SNIP;BA0057;Itapetinga;ITAPETINGA;Bahia;Itapetinga;Bahia;-15244444444;-40277222222;"15°14'40.0S""";"040°16'38.0W""";270;VFR;;11/29;1060;29;8/F/C/Y/U;Asfalto;;;;;;Cadastrado;08/10/2024;PA2014-2366;https://pergamum.anac.gov.br/arquivos/PA2014-2366.pdf
SSQT;PR0013;Major Neodo S. Pereira;CASTRO;Paraná;Castro;Paraná;-24807500000;-49960277778;"24°48'27.0S""";"049°57'37.0W""";1010;VFR;Sem Operação;05/23;1420;30;2500 Kg / 0.50 MPa;Terra;;;;;;Cadastrado;;;
SSSG;RS0035;São Gabriel;SÃO GABRIEL;Rio Grande do Sul;São Gabriel;Rio Grande do Sul;-30345000000;-54267777778;"30°20'42.0S""";"054°16'04.0W""";144;VFR;Sem Operação;05/23;1100;100;8/F/C/Y/U;Terra;;;;;;Cadastrado;;;
SNQG;PI0003;Cangapara;FLORIANO;Piauí;Floriano;Piauí;-6845833333;-43077500000;"06°50'45.0S""";"043°04'39.0W""";210;VFR;Sem Operação;16/34;1800;30;6/F/C/Y/U;Asfalto;;;;;;Cadastrado;14/09/2028;PA2018-2843;https://pergamum.anac.gov.br/arquivos/PA2018-2843.pdf
SSPT;PR0028;Brasílio Marques;PALOTINA;Paraná;Palotina;Paraná;-24343333333;-53828611111;"24°20'36.0S""";"053°49'43.0W""";373;VFR;Sem Operação;03/21;1100;18;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;20/11/2029;PA2019-3554;https://pergamum.anac.gov.br/arquivos/PA2019-3554.pdf
SNJM;MG0050;Elias Breder;MANHUAÇU;Minas Gerais;Manhuaçu;Minas Gerais;-20259722222;-42183888889;"20°15'35.0S""";"042°11'02.0W""";829;VFR;;02/20;1170;30;14/F/B/X/T;Asfalto;;;;;;Cadastrado;28/07/2026;PA2016-1899;https://pergamum.anac.gov.br/arquivos/PA2016-1899.pdf
SNZA;MG0038;Pouso Alegre;POUSO ALEGRE;Minas Gerais;Pouso Alegre;Minas Gerais;-22288888889;-45919444444;"22°17'20.0S""";"045°55'10.0W""";885;VFR;;01/19;1280;30;14/F/A/Y/T;Asfalto;;;;;;Cadastrado;02/12/2030;PA2020-3470;https://pergamum.anac.gov.br/arquivos/PA2020-3470.pdf
SSIR;RS0049;Ibirubá;IBIRUBÁ;Rio Grande do Sul;Ibirubá;Rio Grande do Sul;-28604166667;-53078611111;"28°36'15.0S""";"053°04'43.0W""";457;VFR;Sem Operação;11/29;760;18;5000 Kg / 0.50 MPa;Grama;;;;;;Cadastrado;06/09/2026;PA2016-2358;https://pergamum.anac.gov.br/arquivos/PA2016-2358.pdf
SNTI;PA0016;Óbidos;ÓBIDOS;Pará;Óbidos;Pará;-1868055556;-55514444444;"01°52'05.0S""";"055°30'52.0W""";100;VFR;;10/28;1520;30;9/F/C/Y/U;Asfalto;;;;;;Cadastrado;17/08/2027;PA2017-2710;https://pergamum.anac.gov.br/arquivos/PA2017-2710.pdf
SNLI;MG0040;Doutor José Mourão;ABAETÉ;Minas Gerais;Abaeté;Minas Gerais;-19157222222;-45495833333;"19°09'26.0S""";"045°29'45.0W""";664;VFR;Sem Operação;17/35;1200;30;5670 Kg / 0.63 MPa;Asfalto;;;;;;Interditado;;PD1998-0497E;https://pergamum.anac.gov.br/arquivos/PD1998-0497E.pdf
